granule_id,us_url,time_start,time_end,product,location,split,granuleSize
S5P_RPRO_L2__NO2____20210802T202458_20210802T220627_19713_03_020400_20221104T152844.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/216/S5P_RPRO_L2__NO2____20210804T194646_20210804T212815_19741_03_020400_20221104T155148.nc,2021-08-02T20:46:32Z,2021-08-02T21:44:56Z,tropomi,la,train,605858339
S5P_RPRO_L2__NO2____20210801T204403_20210801T222533_19699_03_020400_20221104T152821.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/215/S5P_RPRO_L2__NO2____20210803T200552_20210803T214721_19727_03_020400_20221104T154357.nc,2021-08-01T21:05:37Z,2021-08-01T22:04:02Z,tropomi,la,train,601859877
S5P_RPRO_L2__NO2____20210801T190234_20210801T204403_19698_03_020400_20221104T152819.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/214/S5P_RPRO_L2__NO2____20210802T202458_20210802T220627_19713_03_020400_20221104T152844.nc,2021-08-01T19:24:08Z,2021-08-01T20:22:32Z,tropomi,la,train,607547512
S5P_RPRO_L2__NO2____20210731T210309_20210731T224439_19685_03_020400_20221104T152044.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/213/S5P_RPRO_L2__NO2____20210801T204403_20210801T222533_19699_03_020400_20221104T152821.nc,2021-07-31T21:24:44Z,2021-07-31T22:23:07Z,tropomi,la,train,605103957
S5P_RPRO_L2__NO2____20210731T192140_20210731T210309_19684_03_020400_20221104T152042.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/213/S5P_RPRO_L2__NO2____20210801T190234_20210801T204403_19698_03_020400_20221104T152819.nc,2021-07-31T19:43:14Z,2021-07-31T20:41:38Z,tropomi,la,train,608058696
S5P_RPRO_L2__NO2____20210730T194045_20210730T212215_19670_03_020400_20221104T151252.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/212/S5P_RPRO_L2__NO2____20210731T210309_20210731T224439_19685_03_020400_20221104T152044.nc,2021-07-30T20:02:19Z,2021-07-30T21:00:43Z,tropomi,la,train,609304677
S5P_RPRO_L2__NO2____20210729T195951_20210729T214121_19656_03_020400_20221104T150510.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/212/S5P_RPRO_L2__NO2____20210731T192140_20210731T210309_19684_03_020400_20221104T152042.nc,2021-07-29T20:21:25Z,2021-07-29T21:19:49Z,tropomi,la,train,610258225
S5P_RPRO_L2__NO2____20210728T201856_20210728T220026_19642_03_020400_20221104T145714.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/211/S5P_RPRO_L2__NO2____20210730T194045_20210730T212215_19670_03_020400_20221104T151252.nc,2021-07-28T20:40:31Z,2021-07-28T21:38:55Z,tropomi,la,train,608968720
S5P_RPRO_L2__NO2____20210727T203802_20210727T221932_19628_03_020400_20221104T144933.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/210/S5P_RPRO_L2__NO2____20210729T195951_20210729T214121_19656_03_020400_20221104T150510.nc,2021-07-27T20:59:36Z,2021-07-27T21:58:00Z,tropomi,la,train,605405227
S5P_RPRO_L2__NO2____20210727T185632_20210727T203802_19627_03_020400_20221104T144931.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/209/S5P_RPRO_L2__NO2____20210728T201856_20210728T220026_19642_03_020400_20221104T145714.nc,2021-07-27T19:18:07Z,2021-07-27T20:16:30Z,tropomi,la,train,607106251
S5P_RPRO_L2__NO2____20210726T205707_20210726T223837_19614_03_020400_20221104T144144.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/208/S5P_RPRO_L2__NO2____20210727T203802_20210727T221932_19628_03_020400_20221104T144933.nc,2021-07-26T21:18:42Z,2021-07-26T22:17:05Z,tropomi,la,train,604257738
S5P_RPRO_L2__NO2____20210726T191538_20210726T205707_19613_03_020400_20221104T144141.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/208/S5P_RPRO_L2__NO2____20210727T185632_20210727T203802_19627_03_020400_20221104T144931.nc,2021-07-26T19:37:11Z,2021-07-26T20:35:36Z,tropomi,la,train,606297152
S5P_RPRO_L2__NO2____20210725T193443_20210725T211613_19599_03_020400_20221104T141843.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/207/S5P_RPRO_L2__NO2____20210726T205707_20210726T223837_19614_03_020400_20221104T144144.nc,2021-07-25T19:56:17Z,2021-07-25T20:54:41Z,tropomi,la,train,607891001
S5P_RPRO_L2__NO2____20210724T195348_20210724T213518_19585_03_020400_20221104T190904.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/207/S5P_RPRO_L2__NO2____20210726T191538_20210726T205707_19613_03_020400_20221104T144141.nc,2021-07-24T20:15:23Z,2021-07-24T21:13:46Z,tropomi,la,train,607947270
S5P_RPRO_L2__NO2____20210723T201253_20210723T215423_19571_03_020400_20221104T190851.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/206/S5P_RPRO_L2__NO2____20210725T193443_20210725T211613_19599_03_020400_20221104T141843.nc,2021-07-23T20:34:28Z,2021-07-23T21:32:51Z,tropomi,la,train,605843073
S5P_RPRO_L2__NO2____20210722T203158_20210722T221328_19557_03_020400_20221104T190837.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/205/S5P_RPRO_L2__NO2____20210724T195348_20210724T213518_19585_03_020400_20221104T190904.nc,2021-07-22T20:53:33Z,2021-07-22T21:51:56Z,tropomi,la,train,606894623
S5P_RPRO_L2__NO2____20210721T205103_20210721T223233_19543_03_020400_20221104T135456.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/204/S5P_RPRO_L2__NO2____20210723T201253_20210723T215423_19571_03_020400_20221104T190851.nc,2021-07-21T21:12:38Z,2021-07-21T22:04:54Z,tropomi,la,train,579536548
S5P_RPRO_L2__NO2____20210721T190933_20210721T205103_19542_03_020400_20221104T135455.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/203/S5P_RPRO_L2__NO2____20210722T203158_20210722T221328_19557_03_020400_20221104T190837.nc,2021-07-21T19:31:08Z,2021-07-21T20:29:31Z,tropomi,la,train,608556781
S5P_RPRO_L2__NO2____20210720T192838_20210720T211008_19528_03_020400_20221104T134730.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/202/S5P_RPRO_L2__NO2____20210721T205103_20210721T223233_19543_03_020400_20221104T135456.nc,2021-07-20T19:50:13Z,2021-07-20T20:42:29Z,tropomi,la,train,585157780
S5P_RPRO_L2__NO2____20210719T194743_20210719T212913_19514_03_020400_20221104T133246.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/202/S5P_RPRO_L2__NO2____20210721T190933_20210721T205103_19542_03_020400_20221104T135455.nc,2021-07-19T20:09:18Z,2021-07-19T21:07:41Z,tropomi,la,train,606745337
S5P_RPRO_L2__NO2____20210718T200648_20210718T214817_19500_03_020400_20221104T130345.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/201/S5P_RPRO_L2__NO2____20210720T192838_20210720T211008_19528_03_020400_20221104T134730.nc,2021-07-18T20:28:22Z,2021-07-18T21:26:46Z,tropomi,la,train,608055816
S5P_RPRO_L2__NO2____20210717T202552_20210717T220722_19486_03_020400_20221104T190751.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/200/S5P_RPRO_L2__NO2____20210719T194743_20210719T212913_19514_03_020400_20221104T133246.nc,2021-07-17T20:47:27Z,2021-07-17T21:45:50Z,tropomi,la,train,605607528
S5P_RPRO_L2__NO2____20210716T204457_20210716T222627_19472_03_020400_20221104T124854.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/199/S5P_RPRO_L2__NO2____20210718T200648_20210718T214817_19500_03_020400_20221104T130345.nc,2021-07-16T21:06:32Z,2021-07-16T22:04:55Z,tropomi,la,train,604894538
S5P_RPRO_L2__NO2____20210716T190327_20210716T204457_19471_03_020400_20221104T124147.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/198/S5P_RPRO_L2__NO2____20210717T202552_20210717T220722_19486_03_020400_20221104T190751.nc,2021-07-16T19:25:02Z,2021-07-16T20:23:25Z,tropomi,la,train,610168150
S5P_RPRO_L2__NO2____20210715T210401_20210715T224531_19458_03_020400_20221104T122705.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/197/S5P_RPRO_L2__NO2____20210716T204457_20210716T222627_19472_03_020400_20221104T124854.nc,2021-07-15T21:25:36Z,2021-07-15T22:23:59Z,tropomi,la,train,603463875
S5P_RPRO_L2__NO2____20210715T192232_20210715T210401_19457_03_020400_20221104T122704.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/197/S5P_RPRO_L2__NO2____20210716T190327_20210716T204457_19471_03_020400_20221104T124147.nc,2021-07-15T19:44:05Z,2021-07-15T20:42:30Z,tropomi,la,train,609228462
S5P_RPRO_L2__NO2____20210714T194136_20210714T212306_19443_03_020400_20221104T120513.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/196/S5P_RPRO_L2__NO2____20210715T210401_20210715T224531_19458_03_020400_20221104T122705.nc,2021-07-14T20:03:10Z,2021-07-14T21:01:34Z,tropomi,la,train,605798452
S5P_RPRO_L2__NO2____20210713T200040_20210713T214210_19429_03_020400_20221104T113609.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/196/S5P_RPRO_L2__NO2____20210715T192232_20210715T210401_19457_03_020400_20221104T122704.nc,2021-07-13T20:22:14Z,2021-07-13T21:20:38Z,tropomi,la,train,606337965
S5P_RPRO_L2__NO2____20210712T201944_20210712T220114_19415_03_020400_20221104T112135.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/195/S5P_RPRO_L2__NO2____20210714T194136_20210714T212306_19443_03_020400_20221104T120513.nc,2021-07-12T20:41:19Z,2021-07-12T21:39:42Z,tropomi,la,train,603992373
S5P_RPRO_L2__NO2____20210711T203848_20210711T222018_19401_03_020400_20221104T110656.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/194/S5P_RPRO_L2__NO2____20210713T200040_20210713T214210_19429_03_020400_20221104T113609.nc,2021-07-11T21:00:23Z,2021-07-11T21:58:46Z,tropomi,la,train,604927659
S5P_RPRO_L2__NO2____20210711T185718_20210711T203848_19400_03_020400_20221104T110655.nc,https://data.gesdisc.earthdata.nasa.gov/data/S5P_TROPOMI_Level2/S5P_L2__NO2____HiR.2/2021/193/S5P_RPRO_L2__NO2____20210712T201944_20210712T220114_19415_03_020400_20221104T112135.nc,2021-07-11T19:18:53Z,2021-07-11T20:17:16Z,tropomi,la,train,609505190
