datetime,grid_id,value
2018-09-11T08:00:00Z,IUON3,33.13790828137159
2018-09-11T08:00:00Z,JNUQF,23.670955459738387
2018-09-11T08:00:00Z,PG3MI,28.95451038981518
2018-09-11T08:00:00Z,QH45V,13.028049355684827
2018-09-11T08:00:00Z,QJHW4,21.899356267169505
2018-09-11T08:00:00Z,QWDU8,22.6097395600422
2018-09-11T08:00:00Z,VBLD0,19.07299706446923
2018-09-11T08:00:00Z,VDUTN,29.87753527480638
2018-09-11T08:00:00Z,WT52R,13.42575616154769
2018-09-11T08:00:00Z,X5DKW,60.26975030447788
2018-09-11T08:00:00Z,ZP1FZ,19.06345284878082
2018-09-11T08:00:00Z,ZZ8JF,12.211888752879494
2018-09-12T08:00:00Z,3A3IE,28.27366272122517
2018-09-12T08:00:00Z,3S31A,15.77952320991855
2018-09-12T08:00:00Z,7II4T,28.82745624752142
2018-09-12T08:00:00Z,8BOQH,15.842237383102956
2018-09-12T08:00:00Z,A2FBI,23.962289514929697
2018-09-12T08:00:00Z,A5WJI,17.934096080177166
2018-09-12T08:00:00Z,B5FKJ,35.350043461359654
2018-09-12T08:00:00Z,C8HH7,9.805490447554826
2018-09-12T08:00:00Z,DJN0F,26.66552215746754
2018-09-12T08:00:00Z,E5P9N,21.063234369681634
2018-09-12T08:00:00Z,FRITQ,35.60915294311134
2018-09-12T08:00:00Z,H96P6,16.349666821098037
2018-09-12T08:00:00Z,HUZ29,30.02149386437021
2018-09-12T08:00:00Z,I677K,57.79250374178462
2018-09-12T08:00:00Z,IUON3,30.56576744743691
2018-09-12T08:00:00Z,JNUQF,25.718201457777436
2018-09-12T08:00:00Z,PG3MI,29.23464047219518
2018-09-12T08:00:00Z,QH45V,13.008352160187926
2018-09-12T08:00:00Z,QJHW4,20.343812421823717
2018-09-12T08:00:00Z,QWDU8,22.122642079835636
2018-09-12T08:00:00Z,VBLD0,20.637197438453885
2018-09-12T08:00:00Z,VDUTN,31.42233571812421
2018-09-12T08:00:00Z,WT52R,12.784997804599193
2018-09-12T08:00:00Z,X5DKW,57.58607054129981
2018-09-12T08:00:00Z,ZP1FZ,18.01442559721175
2018-09-12T08:00:00Z,ZZ8JF,12.066520758679275
2018-09-13T08:00:00Z,3A3IE,33.79045150704907
2018-09-13T08:00:00Z,3S31A,23.575272869157395
2018-09-13T08:00:00Z,7II4T,37.90909214103299
2018-09-13T08:00:00Z,8BOQH,20.453605284515472
2018-09-13T08:00:00Z,A2FBI,29.317096849460846
2018-09-13T08:00:00Z,A5WJI,25.888220214656343
2018-09-13T08:00:00Z,B5FKJ,40.821663598853
2018-09-13T08:00:00Z,C8HH7,11.429596932501292
2018-09-13T08:00:00Z,DJN0F,31.17867403058918
2018-09-13T08:00:00Z,E5P9N,25.90798301954211
2018-09-13T08:00:00Z,FRITQ,51.04675190923392
2018-09-13T08:00:00Z,H96P6,21.32798296029393
2018-09-13T08:00:00Z,HUZ29,33.20461522153547
2018-09-13T08:00:00Z,I677K,65.73002408332985
2018-09-13T08:00:00Z,IUON3,37.36224668808851
2018-09-13T08:00:00Z,JNUQF,34.59810262945414
2018-09-13T08:00:00Z,PG3MI,36.250132006347705
2018-09-13T08:00:00Z,QH45V,17.048967791832876
2018-09-13T08:00:00Z,QJHW4,22.841493681345458
2018-09-13T08:00:00Z,QWDU8,27.117374140798315
2018-09-13T08:00:00Z,VBLD0,27.2026416974832
2018-09-13T08:00:00Z,VDUTN,41.309484312102896
2018-09-13T08:00:00Z,WT52R,15.034216433270709
2018-09-13T08:00:00Z,X5DKW,65.30809994346487
2018-09-13T08:00:00Z,ZP1FZ,21.754746613407534
2018-09-13T08:00:00Z,ZZ8JF,14.865808561307498
2018-09-14T08:00:00Z,3A3IE,39.83316557217106
2018-09-14T08:00:00Z,3S31A,33.71927748024692
2018-09-14T08:00:00Z,7II4T,47.229472432309834
2018-09-14T08:00:00Z,8BOQH,25.67812627761689
2018-09-14T08:00:00Z,A2FBI,39.5989967813661
2018-09-14T08:00:00Z,A5WJI,32.61607564066736
2018-09-14T08:00:00Z,B5FKJ,48.70352535483418
2018-09-14T08:00:00Z,C8HH7,14.107025842464527
2018-09-14T08:00:00Z,DJN0F,37.674577768313625
2018-09-14T08:00:00Z,E5P9N,34.40993022285402
2018-09-14T08:00:00Z,FRITQ,60.016127062603175
2018-09-14T08:00:00Z,H96P6,25.435529552540377
2018-09-14T08:00:00Z,HUZ29,39.06671140449945
2018-09-14T08:00:00Z,I677K,75.35637643403354
2018-09-14T08:00:00Z,IUON3,47.10516378197178
2018-09-14T08:00:00Z,JNUQF,40.796804257160126
2018-09-14T08:00:00Z,PG3MI,46.312143714501225
2018-09-14T08:00:00Z,QH45V,21.160967582574713
2018-09-14T08:00:00Z,QJHW4,24.424882702895367
2018-09-14T08:00:00Z,QWDU8,33.743208261508244
2018-09-14T08:00:00Z,VBLD0,32.714568820527006
2018-09-14T08:00:00Z,VDUTN,51.403341706384346
2018-09-14T08:00:00Z,WT52R,19.43856486433128
2018-09-14T08:00:00Z,X5DKW,74.73564216456518
2018-09-14T08:00:00Z,ZP1FZ,25.33583008787791
2018-09-14T08:00:00Z,ZZ8JF,20.417771982000513
2018-09-15T08:00:00Z,3A3IE,34.23565460278515
2018-09-15T08:00:00Z,3S31A,25.45522463878109
2018-09-15T08:00:00Z,7II4T,41.54402771339831
2018-09-15T08:00:00Z,8BOQH,23.509001107359072
2018-09-15T08:00:00Z,A2FBI,33.47111804843547
2018-09-15T08:00:00Z,A5WJI,27.844266632851053
2018-09-15T08:00:00Z,B5FKJ,42.26047835777723
2018-09-15T08:00:00Z,C8HH7,12.582830709481366
2018-09-15T08:00:00Z,DJN0F,33.991955913926496
2018-09-15T08:00:00Z,E5P9N,30.25562991624861
2018-09-15T08:00:00Z,FRITQ,43.2805377117896
2018-09-15T08:00:00Z,H96P6,26.63495230695878
2018-09-15T08:00:00Z,HUZ29,33.74705337146334
2018-09-15T08:00:00Z,I677K,61.11233991703764
2018-09-15T08:00:00Z,IUON3,43.38868250152478
2018-09-15T08:00:00Z,JNUQF,32.58433998566664
2018-09-15T08:00:00Z,PG3MI,40.802877943693794
2018-09-15T08:00:00Z,QH45V,19.20645740049805
2018-09-15T08:00:00Z,QJHW4,24.86676615686149
2018-09-15T08:00:00Z,QWDU8,30.12374879010802
2018-09-15T08:00:00Z,VBLD0,29.163907940059367
2018-09-15T08:00:00Z,VDUTN,37.95700546201755
2018-09-15T08:00:00Z,WT52R,16.27745215962006
2018-09-15T08:00:00Z,X5DKW,61.52646661225126
2018-09-15T08:00:00Z,ZP1FZ,21.235205164159087
2018-09-15T08:00:00Z,ZZ8JF,15.640226147063363
2018-09-16T08:00:00Z,3A3IE,30.08239353827153
2018-09-16T08:00:00Z,3S31A,21.4303026382974
2018-09-16T08:00:00Z,7II4T,36.451075730304645
2018-09-16T08:00:00Z,8BOQH,21.66581506448629
2018-09-16T08:00:00Z,A2FBI,29.816437646058823
2018-09-16T08:00:00Z,A5WJI,24.276836778901437
2018-09-16T08:00:00Z,B5FKJ,36.13664637395117
2018-09-16T08:00:00Z,C8HH7,9.84214647147682
2018-09-16T08:00:00Z,DJN0F,29.0879452430873
2018-09-16T08:00:00Z,E5P9N,26.53343814038007
2018-09-16T08:00:00Z,FRITQ,38.18789771745512
2018-09-16T08:00:00Z,H96P6,24.358780503512975
2018-09-16T08:00:00Z,HUZ29,29.194200554435763
2018-09-16T08:00:00Z,I677K,52.68749754717226
2018-09-16T08:00:00Z,IUON3,38.293679572722425
2018-09-16T08:00:00Z,JNUQF,29.60105102234168
2018-09-16T08:00:00Z,PG3MI,37.24525712790095
2018-09-16T08:00:00Z,QH45V,18.033152147598052
2018-09-16T08:00:00Z,QJHW4,21.15814026947859
2018-09-16T08:00:00Z,QWDU8,26.292424804562195
2018-09-16T08:00:00Z,VBLD0,26.69198261439945
2018-09-16T08:00:00Z,VDUTN,33.45396867241218
2018-09-16T08:00:00Z,WT52R,13.208267142132849
2018-09-16T08:00:00Z,X5DKW,53.62329584517132
2018-09-16T08:00:00Z,ZP1FZ,18.591124595909623
2018-09-16T08:00:00Z,ZZ8JF,13.28257781305028
2018-09-17T08:00:00Z,3A3IE,40.75572088611678
2018-09-17T08:00:00Z,3S31A,28.575351886821558
2018-09-17T08:00:00Z,7II4T,48.819698174557274
2018-09-17T08:00:00Z,8BOQH,28.746204654263586
2018-09-17T08:00:00Z,A2FBI,39.171639784934136
2018-09-17T08:00:00Z,A5WJI,31.815356941485504
2018-09-17T08:00:00Z,B5FKJ,48.27360165951878
2018-09-17T08:00:00Z,C8HH7,13.082004908149308
2018-09-17T08:00:00Z,DJN0F,38.70925990583154
2018-09-17T08:00:00Z,E5P9N,34.61544961125806
2018-09-17T08:00:00Z,FRITQ,59.762543816764115
2018-09-17T08:00:00Z,H96P6,31.933712577428967
2018-09-17T08:00:00Z,HUZ29,38.6821340613395
2018-09-17T08:00:00Z,I677K,75.33568886063662
2018-09-17T08:00:00Z,IUON3,50.04134555145893
2018-09-17T08:00:00Z,JNUQF,40.841189003836334
2018-09-17T08:00:00Z,PG3MI,49.14157233120375
2018-09-17T08:00:00Z,QH45V,23.360871102381036
2018-09-17T08:00:00Z,QJHW4,29.040738117527756
2018-09-17T08:00:00Z,QWDU8,34.616451316978164
2018-09-17T08:00:00Z,VBLD0,34.60649860874725
2018-09-17T08:00:00Z,VDUTN,45.38341529767313
2018-09-17T08:00:00Z,WT52R,18.401798378368014
2018-09-17T08:00:00Z,X5DKW,76.80133559733173
2018-09-17T08:00:00Z,ZP1FZ,24.737519292233966
2018-09-17T08:00:00Z,ZZ8JF,17.291739753711433
2018-09-18T08:00:00Z,3A3IE,41.076402552460166
2018-09-18T08:00:00Z,3S31A,25.53954689473823
2018-09-18T08:00:00Z,7II4T,46.13367015894865
2018-09-18T08:00:00Z,8BOQH,29.615142271031782
2018-09-18T08:00:00Z,A2FBI,41.1208811076197
2018-09-18T08:00:00Z,A5WJI,29.072675367103198
2018-09-18T08:00:00Z,B5FKJ,49.389143125179565
2018-09-18T08:00:00Z,C8HH7,13.521114925485668
2018-09-18T08:00:00Z,DJN0F,38.25645190882867
2018-09-18T08:00:00Z,E5P9N,34.24977479132137
2018-09-18T08:00:00Z,FRITQ,55.98286452544556
2018-09-18T08:00:00Z,H96P6,31.106818819259793
2018-09-18T08:00:00Z,HUZ29,40.57242779361349
2018-09-18T08:00:00Z,I677K,77.10069489473533
2018-09-18T08:00:00Z,IUON3,47.91288072786448
2018-09-18T08:00:00Z,JNUQF,38.35453458162262
2018-09-18T08:00:00Z,PG3MI,46.60984412413881
2018-09-18T08:00:00Z,QH45V,23.31406813084322
2018-09-18T08:00:00Z,QJHW4,29.13684551732757
2018-09-18T08:00:00Z,QWDU8,33.571271701637436
2018-09-18T08:00:00Z,VBLD0,32.25565918143383
2018-09-18T08:00:00Z,VDUTN,42.37364851569346
2018-09-18T08:00:00Z,WT52R,19.33575260724127
2018-09-18T08:00:00Z,X5DKW,76.43304716533405
2018-09-18T08:00:00Z,ZP1FZ,25.12969282620368
2018-09-18T08:00:00Z,ZZ8JF,17.244264151548006
2018-09-19T08:00:00Z,3A3IE,37.87779581010605
2018-09-19T08:00:00Z,3S31A,22.21268597800258
2018-09-19T08:00:00Z,7II4T,40.19371778965578
2018-09-19T08:00:00Z,8BOQH,25.488228390644913
2018-09-19T08:00:00Z,A2FBI,39.43391420232847
2018-09-19T08:00:00Z,A5WJI,25.52502649655616
2018-09-19T08:00:00Z,B5FKJ,46.92115155054112
2018-09-19T08:00:00Z,C8HH7,13.023690421729787
2018-09-19T08:00:00Z,DJN0F,36.01349967241483
2018-09-19T08:00:00Z,E5P9N,32.12502420659139
2018-09-19T08:00:00Z,FRITQ,50.376198993752745
2018-09-19T08:00:00Z,H96P6,27.502693300689554
2018-09-19T08:00:00Z,HUZ29,38.29479921434033
2018-09-19T08:00:00Z,I677K,74.67623404612434
2018-09-19T08:00:00Z,IUON3,43.95282921543918
2018-09-19T08:00:00Z,JNUQF,34.32362177109113
2018-09-19T08:00:00Z,PG3MI,41.82729828580836
2018-09-19T08:00:00Z,QH45V,20.779309211350505
2018-09-19T08:00:00Z,QJHW4,27.571687331291443
2018-09-19T08:00:00Z,QWDU8,30.335104134980874
2018-09-19T08:00:00Z,VBLD0,28.83815380050349
2018-09-19T08:00:00Z,VDUTN,39.520971040887105
2018-09-19T08:00:00Z,WT52R,18.515957637633907
2018-09-19T08:00:00Z,X5DKW,73.09077854454613
2018-09-19T08:00:00Z,ZP1FZ,23.256395004957923
2018-09-19T08:00:00Z,ZZ8JF,17.04876795091133
2018-09-20T08:00:00Z,3A3IE,34.54503257512976
2018-09-20T08:00:00Z,3S31A,15.084810420829813
2018-09-20T08:00:00Z,7II4T,29.455589143699065
2018-09-20T08:00:00Z,8BOQH,17.465746170160315
2018-09-20T08:00:00Z,A2FBI,32.13838645886533
2018-09-20T08:00:00Z,A5WJI,18.299904955148453
2018-09-20T08:00:00Z,B5FKJ,42.56970874198805
2018-09-20T08:00:00Z,C8HH7,11.535176313176558
2018-09-20T08:00:00Z,DJN0F,32.17486575900329
2018-09-20T08:00:00Z,E5P9N,26.481773471562363
2018-09-20T08:00:00Z,FRITQ,30.86856997600008
2018-09-20T08:00:00Z,H96P6,21.91017759308047
2018-09-20T08:00:00Z,HUZ29,34.51527169887684
2018-09-20T08:00:00Z,I677K,68.73800977536193
2018-09-20T08:00:00Z,IUON3,37.71136081997097
2018-09-20T08:00:00Z,JNUQF,21.815020146072897
2018-09-20T08:00:00Z,PG3MI,31.71694371591546
2018-09-20T08:00:00Z,QH45V,12.9958288400443
2018-09-20T08:00:00Z,QJHW4,24.90081560028174
2018-09-20T08:00:00Z,QWDU8,25.664497751684024
2018-09-20T08:00:00Z,VBLD0,17.003063558694862
2018-09-20T08:00:00Z,VDUTN,32.39982398361562
2018-09-20T08:00:00Z,WT52R,16.33385620312943
2018-09-20T08:00:00Z,X5DKW,67.30359699020867
2018-09-20T08:00:00Z,ZP1FZ,21.761786695433994
2018-09-20T08:00:00Z,ZZ8JF,15.802696177696706
2018-09-21T08:00:00Z,3A3IE,33.50045408464258
2018-09-21T08:00:00Z,3S31A,17.377339998300936
2018-09-21T08:00:00Z,7II4T,31.408000691798698
2018-09-21T08:00:00Z,A2FBI,29.61809880161316
2018-09-21T08:00:00Z,A5WJI,20.05461063620625
2018-09-21T08:00:00Z,B5FKJ,42.372533692552274
2018-09-21T08:00:00Z,C8HH7,13.523663315693208
2018-09-21T08:00:00Z,DJN0F,30.316014582184682
2018-09-21T08:00:00Z,E5P9N,25.001529319125254
2018-09-21T08:00:00Z,FRITQ,35.015206538213256
2018-09-21T08:00:00Z,H96P6,19.907589737306303
2018-09-21T08:00:00Z,HUZ29,34.55179141043501
2018-09-21T08:00:00Z,I677K,66.5676988832427
2018-09-21T08:00:00Z,IUON3,35.65015949462548
2018-09-21T08:00:00Z,JNUQF,23.812374368884278
2018-09-21T08:00:00Z,PG3MI,31.577647183872124
2018-09-21T08:00:00Z,QH45V,13.324717898308004
2018-09-21T08:00:00Z,QJHW4,23.249350773221543
2018-09-21T08:00:00Z,QWDU8,25.72395674520622
2018-09-21T08:00:00Z,VBLD0,18.99643402764567
2018-09-21T08:00:00Z,VDUTN,34.2590019858871
2018-09-21T08:00:00Z,WT52R,18.289590875219876
2018-09-21T08:00:00Z,X5DKW,64.65344655873912
2018-09-21T08:00:00Z,ZP1FZ,21.576019728005605
2018-09-21T08:00:00Z,ZZ8JF,15.99192318732079
2018-09-22T08:00:00Z,3A3IE,33.11162937322313
2018-09-22T08:00:00Z,3S31A,23.694272359611816
2018-09-22T08:00:00Z,7II4T,33.16695038791717
2018-09-22T08:00:00Z,A2FBI,33.76266625142867
2018-09-22T08:00:00Z,A5WJI,24.30675848078857
2018-09-22T08:00:00Z,B5FKJ,43.567992936154084
2018-09-22T08:00:00Z,C8HH7,13.080856621777482
2018-09-22T08:00:00Z,DJN0F,32.798594609778796
2018-09-22T08:00:00Z,E5P9N,29.066815217301087
2018-09-22T08:00:00Z,FRITQ,37.123886068972745
2018-09-22T08:00:00Z,H96P6,20.64279093815005
2018-09-22T08:00:00Z,HUZ29,36.39875201792009
2018-09-22T08:00:00Z,I677K,63.02402172088483
2018-09-22T08:00:00Z,IUON3,38.80665496375884
2018-09-22T08:00:00Z,JNUQF,26.597434051326857
2018-09-22T08:00:00Z,PG3MI,32.27470420569189
2018-09-22T08:00:00Z,QH45V,13.852690985431304
2018-09-22T08:00:00Z,QJHW4,21.62633422372682
2018-09-22T08:00:00Z,QWDU8,26.77305003907304
2018-09-22T08:00:00Z,VBLD0,22.381536439574464
2018-09-22T08:00:00Z,VDUTN,36.81126053571921
2018-09-22T08:00:00Z,WT52R,17.347439535099237
2018-09-22T08:00:00Z,X5DKW,60.41019561584918
2018-09-22T08:00:00Z,ZP1FZ,21.500919439878995
2018-09-22T08:00:00Z,ZZ8JF,17.201227273651117
2018-09-23T08:00:00Z,3A3IE,26.322225419305106
2018-09-23T08:00:00Z,3S31A,16.114272708973782
2018-09-23T08:00:00Z,7II4T,26.7808024075472
2018-09-23T08:00:00Z,A2FBI,24.00665155199713
2018-09-23T08:00:00Z,A5WJI,17.938505768434798
2018-09-23T08:00:00Z,B5FKJ,33.53495707319532
2018-09-23T08:00:00Z,C8HH7,8.585325307279192
2018-09-23T08:00:00Z,DJN0F,25.228713352841798
2018-09-23T08:00:00Z,E5P9N,20.811594993110173
2018-09-23T08:00:00Z,FRITQ,30.023673306513576
2018-09-23T08:00:00Z,H96P6,16.911136813504413
2018-09-23T08:00:00Z,HUZ29,28.325132038071466
2018-09-23T08:00:00Z,I677K,48.76749372972114
2018-09-23T08:00:00Z,IUON3,29.981173828731695
2018-09-23T08:00:00Z,JNUQF,21.926979470497404
2018-09-23T08:00:00Z,PG3MI,26.75509412697962
2018-09-23T08:00:00Z,QH45V,10.348943353906215
2018-09-23T08:00:00Z,QJHW4,19.35716857724068
2018-09-23T08:00:00Z,QWDU8,21.23125057187274
2018-09-23T08:00:00Z,VBLD0,17.55909417117477
2018-09-23T08:00:00Z,VDUTN,28.216596413522815
2018-09-23T08:00:00Z,WT52R,12.096473242601528
2018-09-23T08:00:00Z,X5DKW,47.02713275160358
2018-09-23T08:00:00Z,ZP1FZ,17.520549660513407
2018-09-23T08:00:00Z,ZZ8JF,11.42165259965312
2018-09-24T08:00:00Z,3A3IE,29.360139134083838
2018-09-24T08:00:00Z,3S31A,18.243112211084725
2018-09-24T08:00:00Z,7II4T,29.162116058326827
2018-09-24T08:00:00Z,8BOQH,14.367923681868522
2018-09-24T08:00:00Z,A2FBI,27.08931542094366
2018-09-24T08:00:00Z,A5WJI,19.2945821430683
2018-09-24T08:00:00Z,B5FKJ,37.66927822344346
2018-09-24T08:00:00Z,C8HH7,9.569281249790837
2018-09-24T08:00:00Z,DJN0F,28.470767205764858
2018-09-24T08:00:00Z,E5P9N,23.45376176183232
2018-09-24T08:00:00Z,FRITQ,38.89713401201716
2018-09-24T08:00:00Z,H96P6,16.8340495056333
2018-09-24T08:00:00Z,HUZ29,31.74220488612777
2018-09-24T08:00:00Z,I677K,60.73164622580163
2018-09-24T08:00:00Z,IUON3,31.42007044281754
2018-09-24T08:00:00Z,JNUQF,26.241537979791637
2018-09-24T08:00:00Z,PG3MI,28.6248583558833
2018-09-24T08:00:00Z,QH45V,10.85973399423984
2018-09-24T08:00:00Z,QJHW4,21.271562762023134
2018-09-24T08:00:00Z,QWDU8,22.02404579660781
2018-09-24T08:00:00Z,VBLD0,19.498869227222716
2018-09-24T08:00:00Z,VDUTN,33.3750233406443
2018-09-24T08:00:00Z,WT52R,13.480594966522952
2018-09-24T08:00:00Z,X5DKW,59.137386440273936
2018-09-24T08:00:00Z,ZP1FZ,19.571266907465976
2018-09-24T08:00:00Z,ZZ8JF,12.259354706494719
2018-09-25T08:00:00Z,3A3IE,29.475024011457997
2018-09-25T08:00:00Z,3S31A,18.355161001998823
2018-09-25T08:00:00Z,7II4T,29.21967892973086
2018-09-25T08:00:00Z,8BOQH,14.132463731884744
2018-09-25T08:00:00Z,A2FBI,29.17538302839932
2018-09-25T08:00:00Z,A5WJI,19.637183046898148
2018-09-25T08:00:00Z,B5FKJ,38.458062348348804
2018-09-25T08:00:00Z,C8HH7,11.929371026469745
2018-09-25T08:00:00Z,DJN0F,28.718283522287155
2018-09-25T08:00:00Z,E5P9N,24.60503285352212
2018-09-25T08:00:00Z,FRITQ,40.183575562195244
2018-09-25T08:00:00Z,H96P6,16.753318595440806
2018-09-25T08:00:00Z,HUZ29,32.21826626084595
2018-09-25T08:00:00Z,I677K,61.69228780736266
2018-09-25T08:00:00Z,IUON3,32.4898013396414
2018-09-25T08:00:00Z,JNUQF,26.093091090409253
2018-09-25T08:00:00Z,PG3MI,27.79730522784952
2018-09-25T08:00:00Z,QH45V,10.018912723320469
2018-09-25T08:00:00Z,QJHW4,20.806640824517366
2018-09-25T08:00:00Z,QWDU8,22.039723318134318
2018-09-25T08:00:00Z,VBLD0,18.652320259658197
2018-09-25T08:00:00Z,VDUTN,34.41753154920317
2018-09-25T08:00:00Z,WT52R,16.729609106578007
2018-09-25T08:00:00Z,X5DKW,59.690226532048506
2018-09-25T08:00:00Z,ZP1FZ,19.259292163574717
2018-09-25T08:00:00Z,ZZ8JF,14.060692996852987
2018-09-26T08:00:00Z,3A3IE,35.47203459350246
2018-09-26T08:00:00Z,3S31A,20.104000421502526
2018-09-26T08:00:00Z,7II4T,33.50266163916984
2018-09-26T08:00:00Z,8BOQH,16.196004776973155
2018-09-26T08:00:00Z,A2FBI,34.39869452352524
2018-09-26T08:00:00Z,A5WJI,22.8104303096674
2018-09-26T08:00:00Z,B5FKJ,46.069821497320426
2018-09-26T08:00:00Z,C8HH7,14.016350535144907
2018-09-26T08:00:00Z,DJN0F,34.02598300752889
2018-09-26T08:00:00Z,E5P9N,27.94827734023646
2018-09-26T08:00:00Z,FRITQ,48.350475276192824
2018-09-26T08:00:00Z,H96P6,19.75533318866919
2018-09-26T08:00:00Z,HUZ29,37.73970248213959
2018-09-26T08:00:00Z,I677K,68.91827484538064
2018-09-26T08:00:00Z,IUON3,39.689022207281795
2018-09-26T08:00:00Z,JNUQF,30.80960611987048
2018-09-26T08:00:00Z,PG3MI,32.32382595152102
2018-09-26T08:00:00Z,QH45V,12.414385017669591
2018-09-26T08:00:00Z,QJHW4,25.103035932794928
